County,Office,Candidate,Party,District,Votes
,City-County or City Common Council Member,Joan Ashley,Democratic,WINCHESTER 4,46
,City-County or City Common Council Member,Joanne Bowen,Democratic,SHELBYVILLE,936
,City-County or City Common Council Member,Jocelyn Vare,Democratic,Fishers,9622
,City-County or City Common Council Member,Jody L Hoover,Democratic,PETERSBURG,129
,City-County or City Common Council Member,Joe Hermann Jr.,Democratic,CANNELTON,147
,City-County or City Common Council Member,Joe Smith,Democratic,Jennings 2,140
,City-County or City Common Council Member,Joetta Collins,Democratic,Portage 3,666
,City-County or City Common Council Member,Joey D Slone,Democratic,MITCHELL,243
,City-County or City Common Council Member,Joey Turner,Democratic,"CENTER 1, CENTER 2, CENTER 3, CENTER 4",193
,City-County or City Common Council Member,John Barth,Democratic,007,9517
,City-County or City Common Council Member,John J. Schroeder,Democratic,JASPER COUNCIL 2,410
,City-County or City Common Council Member,John K Wright,Democratic,ELWOOD 4 (MADISON-TIPTON),218
,City-County or City Common Council Member,John Perkins,Democratic,JEFFERSONVILLE,2551
,City-County or City Common Council Member,Jonathan A. Broadwell,Democratic,BEECH GROVE 5,191
,City-County or City Common Council Member,Joselyn Whitticker,Democratic,Marion District 4,234
,City-County or City Common Council Member,Joseph "Joe" Mrozinske,Democratic,L5,197
,City-County or City Common Council Member,Joseph (Joe) Newman,Democratic,ANDERSON 6,518
,City-County or City Common Council Member,Joseph S. Nelson,Democratic,W3,585
,City-County or City Common Council Member,Josh (Civic Duty) Kimbrell,Democratic,WINCHESTER,148
,City-County or City Common Council Member,JOSHUA L SALTS,Democratic,CITY OF COVINGTON,152
,City-County or City Common Council Member,Joshua Zehner,Democratic,5,70
,City-County or City Common Council Member,Judith L Aker,Democratic,4,100
,City-County or City Common Council Member,Julia A Jimenez,Democratic,RISING SUN,218
,City-County or City Common Council Member,Julie Morgan Thixton,Democratic,SALEM,259
,City-County or City Common Council Member,KANDACE G. HINTON,Democratic,01,902
,City-County or City Common Council Member,Karen Joy Wilkins,Democratic,WINCHESTER 1 and 2,28
,City-County or City Common Council Member,KAREN L WHITE,Democratic,"SB CITY COUNCIL DIST 1, SB CITY COUNCIL DIST 2, SB CITY COUNCIL DIST 3, SB CITY COUNCIL DIST 4, SB CITY COUNCIL DIST 5, SB CITY COUNCIL DIST 6",7173
,City-County or City Common Council Member,Karen Powers,Democratic,GREENDALE 3,81
,City-County or City Common Council Member,Kate Rosenbarger,Democratic,BLOOMINGTON CITY COUNCIL 2,724
,City-County or City Common Council Member,Kathleen A Doyle,Democratic,LOOGOOTEE,251
,City-County or City Common Council Member,Kathy Parker,Democratic,West Lafayette City Council District 5,865
,City-County or City Common Council Member,KATHY POSTON,Democratic,CITY OF ATTICA,143
,City-County or City Common Council Member,Katrina D Alexander,Democratic,Hammond,3473
,City-County or City Common Council Member,Keegan Hill,Democratic,CCC4,644
,City-County or City Common Council Member,Keith Graves,Democratic,009,4456
,City-County or City Common Council Member,Kelli Williams,Democratic,Lake Station,196
,City-County or City Common Council Member,Kelly   Portteus,Democratic,Jasonville,174
,City-County or City Common Council Member,Kelsey Behl,Democratic,BEECH GROVE 2,222
,City-County or City Common Council Member,Kenneth (Ken) Houston,Democratic,MONTICELLO,477
,City-County or City Common Council Member,Kenny (Coach) Monroe,Democratic,East Chicago,982
,City-County or City Common Council Member,Kevin M. Klinker,Democratic,LAFAYETTE,2399
