County,Office,Candidate,Party,District,Votes
,Clerk of the Circuit Court,Jennifer Greenberg,Republican,Benton,2140
,Clerk of the Circuit Court,Jenny S Bennitt,Republican,Marshall,9491
,Clerk of the Circuit Court,Jill Taylor,Republican,Shelby,9436
,Clerk of the Circuit Court,JoLynn Behny,Republican,Pulaski,3131
,Clerk of the Circuit Court,Julie A. Roush,Republican,Tippecanoe,26952
,Clerk of the Circuit Court,JULIE FITHIAN,Republican,Martin,3019
,Clerk of the Circuit Court,Kara Fishburn,Republican,Jasper,7842
,Clerk of the Circuit Court,Kathy Kreag Williams,Republican,Hamilton,90574
,Clerk of the Circuit Court,Kay Kilgore,Republican,Posey,7362
,Clerk of the Circuit Court,Laura A Cosgray,Republican,White,5478
,Clerk of the Circuit Court,Lauren Milton,Republican,Daviess,6139
,Clerk of the Circuit Court,Linda S Smith,Republican,Madison,22961
,Clerk of the Circuit Court,Lisa Eberhardt Lofgreen,Republican,Hancock,18069
,Clerk of the Circuit Court,Lisa L Bruder,Republican,Boone,17911
,Clerk of the Circuit Court,Lisa Stephenson - Holzbog,Republican,Crawford,2546
,Clerk of the Circuit Court,Lori Draper,Republican,Wabash,8445
,Clerk of the Circuit Court,Neysa R Raible,Republican,Franklin,6497
,Clerk of the Circuit Court,Nicole Collings,Republican,Parke,3893
,Clerk of the Circuit Court,Pamela (Pam) K. Harris,Republican,Grant,12878
,Clerk of the Circuit Court,PATRICIA M. (PATTY) SMITH,Republican,Fountain,4332
,Clerk of the Circuit Court,Pearletta Banks,Republican,Brown,3780
,Clerk of the Circuit Court,Rick Spangler,Republican,Delaware,18167
,Clerk of the Circuit Court,Ryan Lynch,Republican,Clark,22179
,Clerk of the Circuit Court,Shari J. Lentz,Republican,Bartholomew,15164
,Clerk of the Circuit Court,Shelley Malone Septer,Republican,Huntington,9503
,Clerk of the Circuit Court,Shelly M Brite,Republican,Adams,7578
,Clerk of the Circuit Court,Sherri  Smith,Republican,Gibson,7289
,Clerk of the Circuit Court,Sherry  Raber,Republican,Miami,6765
,Clerk of the Circuit Court,Stephanie Harshbarger,Republican,Clinton,6138
,Clerk of the Circuit Court,Stuart A Dowden,Republican,Greene,7801
,Clerk of the Circuit Court,TABATHA EBLEN,Republican,Jefferson,7525
,Clerk of the Circuit Court,Tammy  Parker,Republican,Morgan,17462
,Clerk of the Circuit Court,TANGI MANAHAN,Republican,Steuben,7895
,Clerk of the Circuit Court,Tonya Bedwell,Republican,Sullivan,5217
,Clerk of the Circuit Court,Tracy L Bridges,Republican,Putnam,8007
,Clerk of the Circuit Court,Trena McLaughlin,Republican,Johnson,34324
,County Auditor,Christian Barrera,Democratic,Clark,13126
,County Auditor,Dennis E Spaeth,Democratic,Union,1494
,County Auditor,Diana Ross Conner,Democratic,Sullivan,2386
,County Auditor,Erik Hurt,Democratic,Vanderburgh,18787
,County Auditor,John Murphy,Democratic,St. Joseph,35572
,County Auditor,Kristinia (Kris) L. Hammack,Democratic,Perry,4152
,County Auditor,Lamicra M Martin,Democratic,Floyd,10098
,County Auditor,Myla A. Eldridge,Democratic,Marion,160025
,County Auditor,Peggy Holinga Katona,Democratic,Lake,83931
,County Auditor,Rachel Milner Oesterreich,Democratic,Starke,3368
,County Auditor,Sandra L. (Sandy) Morton,Democratic,Dubois,7633
,County Auditor,Sharon K. Persley,Democratic,Bartholomew,7373
,County Auditor,Tammy D Byerly,Democratic,Crawford,1565
,County Auditor,Teresa Baker Vannarsdall,Democratic,Scott,2636
,County Auditor,TONI DOWNING,Democratic,Porter,26375
,County Auditor,Amy L Glackman,Republican,Shelby,9546
,County Auditor,Amy R Copeland,Republican,Ripley,7234
,County Auditor,Amy R Hochstrasser,Republican,Ohio,1597
,County Auditor,Amy Scarbrough,Republican,Sullivan,3995
,County Auditor,Angela (Angie) Jarvis,Republican,Grant,12596
,County Auditor,Angie Johnson Birchmeier,Republican,Marshall,10587
,County Auditor,Beth L Myers,Republican,Carroll,5585
,County Auditor,Brian A. Gerth,Republican,Vanderburgh,27630
,County Auditor,Britt Ostler,Republican,Clinton,6129
,County Auditor,Chad Shireman,Republican,Harrison,11006
,County Auditor,Connie A Fromhold,Republican,Dearborn,12660
,County Auditor,Danny Yost,Republican,Clark,22901
,County Auditor,Debra A Carnes,Republican,Hancock,18177
,County Auditor,Debra G Walker,Republican,Henry,11614
,County Auditor,Desmont Upchurch,Republican,St. Joseph,34905
,County Auditor,Diana M Topping,Republican,Floyd,16480
,County Auditor,Ed Carroll,Republican,Delaware,21651
,County Auditor,Elizabeth Ann Alvey,Republican,Johnson,34263
,County Auditor,Elizabeth J (Libby) Billue,Republican,White,5588
,County Auditor,Emily J Franks,Republican,Jay,4672
,County Auditor,Gayle Sullivan,Republican,Switzerland,2268
,County Auditor,Heather Huff,Republican,Jefferson,7481
,County Auditor,Heather Perry,Republican,Greene,7748
,County Auditor,Jane Downard,Republican,Fayette,5137
,County Auditor,Jennifer (Jen) A. Welsh,Republican,Daviess,6158
,County Auditor,Jennifer Rode Hamelman,Republican,Scott,4119
,County Auditor,Jennifer Weston,Republican,Tippecanoe,26634
,County Auditor,Jill M. Landrum,Republican,Huntington,9576
,County Auditor,Judith Kinman Wood Gumbel,Republican,Pike,3073
,County Auditor,Julia B Reeves,Republican,Brown,4722
,County Auditor,KAREN MARTIN,Republican,Porter,31357
,County Auditor,Karla Bauman,Republican,Franklin,6361
,County Auditor,Kathy Hopper,Republican,LaGrange,5627
,County Auditor,KELLI WILDER-JOHNSON,Republican,Steuben,7800
,County Auditor,Kyra Stephenson,Republican,Washington,6706
,County Auditor,LAURA J MARTIN,Republican,Randolph,5967
,County Auditor,Linda Pruitt,Republican,Morgan,17429
,County Auditor,Lisa Clark-Benock,Republican,Knox,8373
,County Auditor,Lisa Mccormick,Republican,Wells,7987
,County Auditor,Lori Heidenreich,Republican,Warren,2398
,County Auditor,Maegen Greenwell,Republican,Posey,7148
,County Auditor,Mark A Hoelscher,Republican,Wayne,12212
,County Auditor,Mary Anne Wood,Republican,Parke,3918
,County Auditor,MELISSA BUNNER,Republican,Spencer,6228
,County Auditor,Melissa D. Pickering,Republican,Tipton,4334
,County Auditor,Michael J Dietsch,Republican,Warrick,15566
,County Auditor,Mindy Byers,Republican,Montgomery,8238
,County Auditor,Nicholas D Jordan,Republican,Allen,70509
,County Auditor,Patricia (Patti) A Foxx,Republican,Clay,6402
,County Auditor,Patty A Pickens,Republican,Elkhart,35528
,County Auditor,Pia O'Connor,Republican,Bartholomew,14837
,County Auditor,Rhonda J Helser,Republican,Kosciusko,20005
,County Auditor,Sarah (Janie) Abel,Republican,Jennings,6545
,County Auditor,Sharon L Hartley,Republican,Blackford,2888
,County Auditor,Shelley Mawhorter,Republican,Noble,9657
,County Auditor,Susan Sleeper,Republican,DeKalb,9596
,County Auditor,Tami (Jackson) James,Republican,Newton,3331
,County Auditor,Tiffany Deakins,Republican,Whitley,9643
,County Auditor,Wendy Marples,Republican,Crawford,2170
,County Recorder,Amy Swain,Democratic,Monroe,25157
,County Recorder,Annie Wickens,Democratic,Vermillion,2184
,County Recorder,Barbara (Johnson) Joy,Democratic,Madison,13008
,County Recorder,Carol Donnell,Democratic,Jennings,1958
,County Recorder,Chris A. Hoehn,Democratic,Posey,5002
,County Recorder,Erik Wagner,Democratic,Porter,25018
,County Recorder,Essie D Foster,Democratic,Howard,7111
,County Recorder,Faith James Kimbrough,Democratic,Marion,138304
,County Recorder,Jacob Thayer Lashley,Democratic,Bartholomew,7158
,County Recorder,Jeff Frey,Democratic,Clark,14087
,County Recorder,Laura A Arial,Democratic,Knox,2693
,County Recorder,LOREE A PERSINGER,Democratic,Union,937
,County Recorder,MELLISA DRAKE,Democratic,Warren,1436
,County Recorder,Angela (Angie) Abel,Republican,Madison,22651
,County Recorder,Barcia Miller Alejos,Republican,Marion,82616
,County Recorder,Beth A Liming,Republican,Cass,7156
,County Recorder,Christian Howell,Republican,Crawford,2784
,County Recorder,Christy Knotts,Republican,Sullivan,5218
,County Recorder,CHUCK HARRIS,Republican,Porter,32721
,County Recorder,DANI LOU PARRISH,Republican,Steuben,7828
,County Recorder,Debbie Richardson,Republican,Rush,4215
,County Recorder,Debbie Tiemann,Republican,Wayne,12406
,County Recorder,Deborah A (Deb) Wright,Republican,Kosciusko,19942
,County Recorder,Debra Bock,Republican,Fulton,4657
,County Recorder,Dottie Moore Robbins,Republican,Decatur,7001
,County Recorder,Eric Rish,Republican,Wabash,8288
,County Recorder,Heather L Gilbert,Republican,Putnam,8145
,County Recorder,Jackie Messmer McPherron,Republican,Dubois,11128
,County Recorder,Jan E Smoot,Republican,Delaware,21837
,County Recorder,JANE A GROVE,Republican,Randolph,5997
,County Recorder,Janet Howard,Republican,Marshall,10500
,County Recorder,Janice M Wilson,Republican,Newton,3438
,County Recorder,Jennifer Peebles,Republican,Vermillion,2875
,County Recorder,Jennifer Saucerman Isaacs,Republican,Jackson,9758
,County Recorder,Jessica J Pile,Republican,Shelby,9610
,County Recorder,Joyce Oles ,Republican,Dearborn,12680
,County Recorder,Kaala Baker,Republican,Elkhart,35448
,County Recorder,Kelley Kopp Hopwood,Republican,Knox,7293
,County Recorder,Kristy Martin,Republican,Tippecanoe,26364
,County Recorder,Laura Herzog,Republican,Hendricks,35896
,County Recorder,Lisa Mays Witt,Republican,Fayette,5138
,County Recorder,Lisa Renee Loveless,Republican,Henry,11650
,County Recorder,Loretta Foster,Republican,Owen,5003
,County Recorder,Lori Austin,Republican,White,5507
,County Recorder,Mandy M Thomason,Republican,Starke,5233
,County Recorder,Marcia R Moore,Republican,Hancock,18131
,County Recorder,Mary Dorsett Kilgore,Republican,Jennings,5903
,County Recorder,Melanie J Upp,Republican,Jay,4683
,County Recorder,Misty Coleman,Republican,Pike,3129
,County Recorder,Nicole Keesling,Republican,Allen,70657
,County Recorder,NICOLE M. (Nikki) ALLEN,Republican,Fountain,4324
,County Recorder,Paul White Sr.,Republican,Monroe,14245
,County Recorder,Rosemary Brown,Republican,Whitley,9724
,County Recorder,Sarah Bender,Republican,Greene,7751
,County Recorder,Steve Gill,Republican,Clark,21797
,County Recorder,Sue A Rude,Republican,Union,1572
,County Recorder,Tami L. Hines,Republican,Bartholomew,15071
,County Recorder,Teresa K Petro,Republican,Johnson,34347
,County Recorder,Terri L Graves,Republican,Washington,6612
,County Recorder,Tim R. Schurmeier,Republican,Gibson,8380
,County Recorder,Tonya Jones,Republican,Noble,9575
,County Recorder,Torie M Kelley,Republican,Howard,17443
,County Recorder,Trini K. Beaver,Republican,Hamilton,89858
,County Recorder,Vicki G. Pearson,Republican,Huntington,9524
,County Recorder,Victoria L Monroe,Republican,Ohio,1579
,County Treasurer,Catherine E Tegart,Democratic,Clark,13444
,County Treasurer,Devin Scroggins,Democratic,Madison,12308
,County Treasurer,Jessica Hendry,Democratic,Bartholomew,6590
,County Treasurer,John E Petalas,Democratic,Lake,82918
,County Treasurer,Leisa J. Emily,Democratic,Harrison,3962
,County Treasurer,Pamela L. Goffinet,Democratic,Perry,2496
,County Treasurer,Sharon L Stearley,Democratic,Clay,2036
,County Treasurer,Thomas Heller,Independent,Bartholomew,1362
,County Treasurer,Amanda F. Lasher,Republican,Perry,3752
,County Treasurer,Barbara (Barb) J. Hackman,Republican,Bartholomew,14413
,County Treasurer,Billy (Bill) Upchurch ,Republican,Henry,11652
,County Treasurer,Brenda L Tharp,Republican,Randolph,5868
,County Treasurer,Christa Day,Republican,Harrison,9811
,County Treasurer,Dan Girt,Republican,Madison,23271
,County Treasurer,Gregg Allen Townsend,Republican,Tipton,4261
,County Treasurer,Heather Laffoon,Republican,Montgomery,8250
,County Treasurer,Janet E Stucker,Republican,Shelby,9522
,County Treasurer,Jennifer M Flater,Republican,Clay,5559
,County Treasurer,Mary Ann O'Neal,Republican,Gibson,8281
,County Treasurer,Melinda K Rossetter,Republican,Carroll,5602
,County Treasurer,R Monty Snelling,Republican,Clark,22516
,County Treasurer,Shelly Townsend,Republican,Owen,4971
,County Sheriff,Alan Malone,Democratic,Perry,4490
,County Sheriff,Andrew S. Hynek,Democratic,LaPorte,14759
,County Sheriff,Bill Redman ,Democratic,St. Joseph,38661
,County Sheriff,Bob Goldsmith,Democratic,Tippecanoe,22869
,County Sheriff,Craig  Pennington,Democratic,Fayette,1748
,County Sheriff,Darrell W Mills,Democratic,Floyd,10530
,County Sheriff,Dave Williams,Democratic,Delaware,12424
,County Sheriff,David A. Knowles,Democratic,Gibson,2214
,County Sheriff,"DAVID M. REYNOLDS, II",Democratic,Porter,25955
,County Sheriff,Dennis Talley,Democratic,Crawford,1582
,County Sheriff,Ed Byers,Democratic,Clark,12807
,County Sheriff,HIRAM W MESSERSMITH,Democratic,Randolph,1046
,County Sheriff,Jason A. Eiseman,Democratic,LaGrange,1092
,County Sheriff,Jason Bobbitt,Democratic,Sullivan,3468
,County Sheriff,Jeffery C Sharp,Democratic,Marshall,4274
,County Sheriff,Jeffrey D. Franklin,Democratic,Union,1088
,County Sheriff,Jerry D. Goodin,Democratic,Scott,4195
,County Sheriff,Joey Cole,Democratic,Madison,15952
,County Sheriff,John P (Jack) Jeffries,Democratic,Washington,1206
,County Sheriff,John Plasse,Democratic,Vigo,17056
,County Sheriff,KELLENE " KELLI" REINKE,Democratic,Spencer,3148
,County Sheriff,Kelly J Fisher,Democratic,Starke,2391
,County Sheriff,Kerry Joseph Forestal,Democratic,Marion,142419
,County Sheriff,Kevin Hunter,Democratic,Allen,40881
,County Sheriff,Landon J Dean,Democratic,Henry,3814
,County Sheriff,Matthew D Tebbe,Democratic,Tipton,2931
,County Sheriff,Mike Holtkamp,Democratic,Vermillion,2753
,County Sheriff,NOAH Robinson,Democratic,Vanderburgh,26204
,County Sheriff,Oscar Martinez Jr,Democratic,Lake,74743
,County Sheriff,Ruben D Marte,Democratic,Monroe,24697
,County Sheriff,TIM DAVIS,Democratic,Jefferson,3820
,County Sheriff,Watermellon Jim,Democratic,Jay,878
,County Sheriff,Dave Durant,Independent,Decatur,2800
,County Sheriff,Dennis A FornellI,Independent,Starke,819
,County Sheriff,Glenn J Felver,Independent,Blackford,134
,County Sheriff,James B Marshall,Independent,Kosciusko,8303
,County Sheriff,Jeff Sharp,Independent,Jennings,2288
,County Sheriff,Kevin M Brown,Independent,Blackford,1395
,County Sheriff,Mark A Pinkard,Independent,Carroll,2790
,County Sheriff,Tobin S. Riney,Independent,Posey,1893
,County Sheriff,Darin S. Kinser  ,Libertarian,Lawrence,1418
,County Sheriff,Max J Greene,Libertarian,Washington,376
,County Sheriff,James L Johnson Jr,Other,Lake,16
,County Sheriff,Aaron D Loudermilk,Republican,Vigo,9948
,County Sheriff,Allan C Rice,Republican,Rush,4191
,County Sheriff,Anthony (Tony) Harris,Republican,Boone,18115
,County Sheriff,Anthony R. Pruitt,Republican,Warren,2506
,County Sheriff,ART L MOYSTNER Jr.,Republican,Randolph,5771
,County Sheriff,Ben Flint,Republican,Jefferson,6016
,County Sheriff,Bill Brooks,Republican,White,5466
,County Sheriff,Billy Snead,Republican,Sullivan,3031
,County Sheriff,Brad Burkhart,Republican,Hancock,18462
,County Sheriff,Brad Stogsdill,Republican,Brown,4852
,County Sheriff,Brady N Thomas,Republican,DeKalb,9771
,County Sheriff,Brent Miller,Republican,Washington,6467
,County Sheriff,Brian Morton,Republican,Switzerland,2321
,County Sheriff,Brison T Swearingen,Republican,Clay,6692
,County Sheriff,Bruce  Vanoven,Republican,Gibson,7999
,County Sheriff,Chris E. Newton,Republican,Huntington,9675
,County Sheriff,Chris Lane,Republican,Bartholomew,17424
,County Sheriff,Chris R Schramm,Republican,Pulaski,3247
,County Sheriff,Dan Mawhorr,Republican,Adams,7765
,County Sheriff,David D. Henderson,Republican,Orange,4647
,County Sheriff,David K Crane Jr.,Republican,Lake,57610
,County Sheriff,Delmiro (Del) Garcia,Republican,Grant,12979
,County Sheriff,Dennis Quakenbush,Republican,Hamilton,91102
,County Sheriff,Doug Vantlin,Republican,Knox,8663
,County Sheriff,Duane E Burgess,Republican,Johnson,35117
,County Sheriff,Edward C Schroder,Republican,Cass,7243
,County Sheriff,Gary W Allison,Republican,Daviess,6253
,County Sheriff,George Dallaire,Republican,Greene,7847
,County Sheriff,Greg Day,Republican,Lawrence,10486
,County Sheriff,Jack E Rosa Jr.,Republican,Starke,3793
,County Sheriff,Jack Sadler,Republican,Hendricks,36521
,County Sheriff,James M (Jim) Smith,Republican,Kosciusko,14082
,County Sheriff,Jason D. Huber,Republican,Tippecanoe,15628
,County Sheriff,Jason K Mckinney,Republican,Pike,3202
,County Sheriff,Jason Spencer,Republican,Whitley,9893
,County Sheriff,Jason W Frazier,Republican,Parke,3889
,County Sheriff,Jeff A Siegel,Republican,Elkhart,35684
,County Sheriff,JEFF BALON,Republican,Porter,32155
,County Sheriff,Jeff Hales,Republican,Vanderburgh,20992
,County Sheriff,Jeff Howell,Republican,Crawford,2245
,County Sheriff,Jeffrey Wayne Adams,Republican,Union,1445
